id,clave,anio,decada,titulo_esp,titulo_ing,resumen_esp,resumen_ing,status,historico,publicar,idiomas,tema,num_autores,url_pdf_ing,url_resumen_esp,fecha_publicacion,fecha_creacion,fecha_modificacion,tiene_pdf_ing,tiene_resumen_esp
17,2021-18,2021,2020,Observando la evolución del sector informal desde el espacio: un enfoque municipal 2013-2020,Observing the Evolution of the Informal Sector from Space: A Municipal Approach 2013-2020,"En este documento se presenta una alternativa de medición de la actividad económica informal a nivel municipal para el periodo 2013-2020 en México. Empleando imágenes satelitales de luminosidad y microdatos del Censo Económico 2019 se estima la participación del Valor Agregado de la economía formal e informal a nivel municipal utilizando una versión modificada del modelo propuesto por Tanaka y Keola (2017). Si bien existen algunas mediciones en México de la actividad económica informal, estas no cuentan con el nivel de desagregación municipal o con la periodicidad anual. Los resultados indican que a nivel nacional la mayor parte de los municipios presentan decrementos en sus niveles de actividad económica informal durante el periodo 2013-2019, siendo las regiones norte y centro norte las que concentran una mayor proporción de estos, mientras que en el centro, en la mayoría de los municipios el porcentaje de Valor Agregado informal permaneció sin cambios. En contraste, una parte importante de los municipios del sur registraron incrementos en el porcentaje de su actividad informal durante el mismo periodo.","This document presents an alternative to measure informal economic activity at the municipal level for the 2013-2020 period in Mexico. Using satellite images of nightlight and microdata from the 2019 Economic Census, the formal and informal Value Added at the municipal level is estimated using a modified version of the model proposed by Tanaka and Keola (2017). Although there are some measurements in Mexico of informal economic activity, these are not available at the municipal level or on an annual basis. The results indicate that at the national level, most of the municipalities show decreases in their levels of informal activity during the 2013-2019 period, with the North and North central regions concentrating a higher proportion of these, while in the Center the majority of the municipalities remained unchanged in the percentage of informal Value Added. In contrast, an important part of the Southern municipalities registered increases in the percentage of their informal activity during the same period.",Publicado,True,True,Español,Macroeconomía: Crecimiento y Desarrollo,2,,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{DF3AAC18-97DE-DDBA-77FE-694534E83709}.pdf,2021-12-15T00:00:00,2022-10-03T10:15:18.97,2022-10-03T10:15:18.97,False,True
18,2021-17,2021,2020,Flujos de capital hacia economías emergentes y aversión al riesgo global durante la pandemia del Covid-19,Capital Flows to Emerging Economies and Global Risk Aversion during the COVID-19 Pandemic,"Este trabajo analiza los cambios recientes en la importancia relativa de los determinantes de los flujos de capital hacia las economías de mercados emergentes. Para ello, estimamos modelos de vectores autorregresivos (VAR) para el período 2009-2020. Con base en estos modelos, estimamos los efectos sobre los flujos de deuda de choques a sus determinantes. Posteriormente, cuantificamos la contribución de cada una de las variables incluidas en el modelo para explicar la evolución de estos flujos en cada mes de la muestra mediante un análisis de descomposición histórica. Los resultados principales indican que la contribución de la aversión al riesgo global para explicar la evolución de los flujos de deuda aumentó durante marzo de 2020 en comparación con el pasado, aunque su importancia relativa ha disminuido desde entonces, particularmente a medida que mejoró el desempeño de los mercados financieros.","This paper analyzes recent changes in the relative importance of the determinants of capital flows to emerging market economies. For this purpose, we estimate vector autoregressive (VAR) models for the period 2009-2020. Based on these models, we estimate the effects on debt flows from shocks to their determinants. Then, we quantify the contribution of each of the variables included in the model to explain the evolution of these flows in each month of the sample through a historical decomposition analysis. The main results indicate that the contribution of global risk aversion to explain the evolution of debt flows increased during March 2020 compared to the past, although its relative importance has decreased since, particularly as the performance of financial markets improved.",Publicado,True,True,Inglés,Macroeconomía: Economía Monetaria,4,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{35671074-F552-AC44-A305-87C55CD9AE1C}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{9DF12C27-AE45-F338-0502-605B120F4E0A}.pdf,2021-10-04T00:00:00,2022-10-03T10:15:19.037,2022-10-03T10:15:19.037,True,True
19,2021-16,2021,2020,Guía futura en una economía avanzada pequeña y abierta en el límite inferior efectivo,Forward Guidance in an Advanced Small Open Economy in the Effective Lower Bound,"Estudiamos la guía futura (con duración conocida e incierta) en un modelo Nuevo-Keynesiano para una economía avanzada pequeña y abierta, mostrando que la respuesta de la economía a esta política depende, de manera cuantitativa y cualitativa, de algunas características estructurales mediante calibraciones para Suecia y España. En particular, anunciar una política expansiva futura está relacionado positivamente con el traspaso del tipo de cambio a la inflación y es mayor que en una economía cerrada, debido a una mejor disyuntiva entre producto e inflación y al canal del tipo de cambio. Además, se demuestra que múltiples equilibrios pueden ocurrir y que el tipo de cambio real es una variable crucial para obtener tal resultado. En particular, la respuesta del producto y la inflación se amplifica cuando la oferta agregada está relacionada negativamente al tipo de cambio real. Estos resultados no necesariamente se podrían extrapolar a economías emergentes.","We examine forward guidance (with known and uncertain duration) in a New Keynesian model for an advanced small open economy, showing that the response of the economy to this policy depends, both quantitatively and qualitatively, on some structural features through calibrations for Sweden and Spain. In particular, an announcement of future expansionary policy is positively related to the exchange rate pass-through and is larger than in the closed economy counterpart because of a better inflation-output trade-off and the exchange rate channel. We also show that multiple equilibria could arise and that the real exchange rate is a key variable driving this result. In particular, the response of output and inflation is amplified when aggregate supply is negatively related to the real exchange rate. These results could not necessarily be extended to emerging market economies.",Publicado,True,True,Inglés,Macroeconomía: Economía Monetaria,2,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{C5D00321-B7F2-098D-4122-25BCE208995A}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{2B54076E-C763-4961-B1D0-3A0668E456E4}.pdf,2021-10-04T00:00:00,2022-10-03T10:15:19.123,2022-10-03T10:15:19.123,True,True
20,2021-15,2021,2020,¿Qué tan altas (bajas) son las posibilidades de hacer teletrabajo en México?,How High (Low) are the Possibilities of Teleworking in Mexico?,"Se estima que alrededor del 10.6 por ciento de los trabajos podrían realizarse desde casa en México, usando 468 ocupaciones del SINCO a 4 dígitos y empleo en 2019. Esto es aproximadamente la mitad de la estimación de Dingel y Neiman (2020) utilizando criterios de teletrabajo ideados para el mercado laboral de EE.UU. Debido a las peculiaridades del mercado laboral mexicano, se reportan resultados por tipo de contrato (formal e informal), área geográfica y género. Se valida la medida de teletrabajo propuesta explotando la variación entre estados del PIB real por trabajador, la proporción de servicios en el empleo y el acceso a Internet y a computadora dentro del hogar. Se encuentra que la brecha en las posibilidades de teletrabajo favorable a las mujeres tiene su raíz en las diferentes estructuras ocupacionales por género. Durante la pandemia, la caída en el porcentaje de no-teletrabajos en las mujeres ha sido tres veces mayor que la de los hombres.","We estimate that about 10.6 percent of jobs could be done from home in Mexico, using 468 4-digit SINCO occupations and employment data in 2019. This is roughly half the estimate reported by Dingel and Neiman (2020) using teleworking criteria devised for the U.S. labor market. Owing to the peculiarities of the Mexican labor market, we report results by type of contract (formal and informal), geographical area, and gender. We validate our teleworking measure by exploiting the cross-state variation of real GDP per worker, the share of services in employment, and internet and computer access within the household. We find that the gap in teleworking possibilities favorable to females has its root in the disparate occupation structures across gender. During the pandemic, the decline in the share of non-telework jobs in females has been thrice as much as that in males.",Publicado,True,True,Inglés,Economía Laboral,2,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{91EA818C-B43E-CFE1-525E-404FBF508EA7}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{9DF61418-28EE-5F33-A83B-876B29399A06}.pdf,2021-09-29T00:00:00,2022-10-03T10:15:19.213,2022-10-03T10:15:19.213,True,True
21,2021-14,2021,2020,Explorando las fuentes de agrupamientos de incumplimientos de préstamos utilizando análisis de supervivencia con fragilidad,Exploring the sources of loan default clustering using survival analysis with frailty,"Este artículo investiga si tres características microeconómicas de los préstamos son fuentes de agrupamiento de incumplimiento de préstamos en el sector bancario mexicano mediante el empleo de análisis de supervivencia con fragilidad. Utilizando una muestra grande de datos a nivel de préstamos bancarios otorgados a micro, pequeñas y medianas empresas desde enero de 2010 a 2018, se prueba si la clasificación de los préstamos por importancia sistémica del banco, sector o empresa individual mejora las predicciones de incumplimiento de los préstamos. Nuestros resultados muestran que los préstamos otorgados por los bancos con importancia sistémica a nivel doméstico contribuyen al agrupamiento predeterminado en préstamos para micro y pequeñas empresas. Esto se debe a que los niveles de la tasa de incumplimiento agregada y los agrupamientos de incumplimientos de préstamos de estas empresas son grandes en comparación con los préstamos otorgados a empresas medianas. Estos hallazgos son un insumo para la gestión de pérdidas esperadas de los bancos relacionadas con el riesgo de correlación del incumplimiento de préstamos.","This paper investigates whether three microeconomic loan characteristics are sources of loan default clustering in the Mexican banking sector by employing survival analysis with frailty. Using a large sample of bank loan level data granted to micro, small and medium sized firms from January 2010 to 2018, we test whether classifying loans by the bank's systemic importance, industry or at individual firm level enhances the predictions of loans defaults. Our results show that loans granted by Domestic Systemically Important Banks contribute to the default clustering in micro and small firm loans. This is due to aggregate default rate levels and clusters that are large for these firms loans compared with loans provided to medium-sized firms. These findings have important implications for bank's expected loss management related to the correlated loan default risk.",Publicado,True,True,Inglés,Finanzas,3,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{A9D6B565-77FD-3174-60B8-364CD185745E}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{84F8AD95-D9AF-449F-2B22-A8BF72193759}.pdf,2021-09-28T00:00:00,2022-10-03T10:15:19.31,2022-10-03T10:15:19.31,True,True
22,2021-13,2021,2020,Flujo de capitales hacia mercados emergentes: El rol de los administradores de fondos en la asignación de portafolio,Emerging market capital flows the role of fund manager portfolio allocation,"Empleamos datos desagregados de las tenencias de los fondos de inversión globales para distinguir entre las dos razones por las que pueden cambiar las tenencias de bonos de economías de mercado emergentes (EMEs) por parte de los fondos: (i) el monto invertido en el fondo puede cambiar y (ii) el administrador del fondo puede modificar la asignación del portafolio. Encontramos que la respuesta de los fondos a las condiciones macroeconómicas globales, ""push factors"", se explica por las decisiones de los inversionistas del fondo. Por otro lado, la respuesta de los fondos a las condiciones macroeconómicas locales, ""pull factors"", se explica por las reasignaciones en las tenencias por cuenta de los administradores de los fondos. Adicionalmente, identificamos otros factores instituciones que impactan las decisiones de reasignación: cambios en el apalancamiento, su índice de referencia, y su apetito de riesgo (los fondos reasignan recursos hacia EMEs más seguros ante incrementos en factores globales de riesgo).","We exploit individual security holdings data for global mutual funds to distinguish between two reasons why a fund's holdings of emerging market economy (EME) bonds might change: (i) the amount invested in the fund changes and (ii) the fund manager changes portfolio allocations. We find that funds' responsiveness to global macroeconomic conditions, ''push factors'', is explained by investor flow decisions. Conversely, funds' responsiveness to local macroeconomic conditions, ''pull factors'', is explained by manager reallocation decisions. We also identify other institutional factors which impact reallocation decisions: their leverage, their benchmark, and risk appetite (funds reallocate towards safer EMEs when global risk increases).",Publicado,True,True,Inglés,Economía Internacional,3,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{F21B341C-067A-8583-0755-AC73B792ED51}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{9C45F196-3A5B-E2C6-EE72-FC0C87385712}.pdf,2021-09-17T00:00:00,2022-10-03T10:15:19.413,2022-10-03T10:15:19.413,True,True
23,2021-12,2021,2020,Inversión extranjera directa y productividad laboral en la industria manufacturera regional,Foreign Direct Investment and Labor Productivity in Regional Manufacturing Industry,"La Inversión Extranjera Directa (IED) es a menudo señalada como un factor impulsor del crecimiento económico, si bien no existe un consenso en la evidencia empírica a nivel internacional respecto a su efecto sobre la productividad laboral. El presente documento analiza los efectos de la Inversión Extranjera Directa sobre la productividad laboral en el sector manufacturero en México durante el periodo 2007-2015 utilizando datos panel y empleando como unidad de análisis a las entidades federativas del país. Las estimaciones se realizan empleando el método generalizado de momentos, el cual permite considerar posibles problemas de endogeneidad. Los resultados indican un efecto positivo y estadísticamente significativo de la IED como proporción del PIB manufacturero sobre la tasa de crecimiento de la productividad laboral estimada a partir del Índice de Productividad Laboral de las Manufacturas publicado por INEGI. Resultados similares se encuentran si el crecimiento en la productividad laboral se estima por medio del PIB manufacturero por trabajador, si bien estos últimos cuentan con menor poder estadístico en algunas especificaciones.","Foreign Direct Investment (FDI) is often identified as a driver of economic growth, although there is no consensus on this topic in the international empirical evidence regarding its effect on labor productivity. This document analyzes the effects of Foreign Direct Investment on labor productivity in the manufacturing sector in Mexico during the 2007-2015 period by using panel data and federative entities as unit of analysis. The estimates are calculated by the generalized method of moments, which allows to consider for possible endogeneity problems. The results indicate a positive and statistically significant effect of FDI as a proportion of manufacturing GDP on the growth rate of labor productivity when the latter is estimated with the Manufacturing Labor Productivity Index published by INEGI. Similar results are found if growth in labor productivity is estimated by using manufacturing GDP per worker, although the latter have less statistical power in some specifications.",Publicado,True,True,Español,Macroeconomía: Crecimiento y Desarrollo,2,,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{45AA9529-8382-9AE6-AF91-75AB58D89256}.pdf,2021-08-09T00:00:00,2022-10-03T10:15:19.53,2022-10-03T10:15:19.53,False,True
24,2021-11,2021,2020,El efecto no lineal de la incertidumbre en los flujos de cartera hacia México,The Nonlinear Effect of Uncertainty in Portfolio Flows to Mexico,"La incertidumbre económica se considera no solo una de las principales causas de recesiones, sino también un importante obstáculo para la recuperación económica. Estudios recientes encuentran que niveles significativamente altos de incertidumbre podrían tener un impacto no lineal que amplifica la respuesta de las variables macroeconómicas. El objetivo de este documento es analizar la presencia de dicho impacto sobre los flujos de cartera hacia México. Los resultados muestran que episodios de elevada incertidumbre tienen un impacto negativo de mayor magnitud en los flujos en bonos y acciones que los que se encuentran bajo un VAR lineal. Además, se observa que el efecto es más persistente en los flujos en bonos. Finalmente, una elevada incertidumbre conlleva una marcada depreciación del tipo de cambio nominal, una contracción de la actividad económica y una caída en el índice accionario.","Economic uncertainty is considered not only one of the main causes of recessions, but also a major obstacle to economic recovery. Recent studies find that significantly high levels of uncertainty could have a non-linear impact that amplifies the response of macroeconomic variables. The objective of this document is to analyze the presence of this impact on portfolio flows to Mexico. The results show that episodes of high uncertainty have a greater negative impact on bond and stock flows than those found under a linear VAR. Furthermore, it is observed that the effect is more persistent for bond flows. Finally, high uncertainty leads to a marked depreciation of the nominal exchange rate, a contraction in economic activity and a fall in the stock index.",Publicado,True,True,Inglés,Economía Internacional,1,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{C3BD4D31-1B19-BC39-5C60-617953557282}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{66549DCC-5380-AF9B-06EE-516B96CF0EA6}.pdf,2021-07-08T00:00:00,2022-10-03T10:15:19.62,2022-10-03T10:15:19.62,True,True
25,2021-10,2021,2020,El impacto de la liberalización comercial sobre la industria automotriz de México: evidencia de los primeros 20 años del TLCAN,The Impact of Trade Liberalization on the Mexican Automobile Industry: Evidence from the First 20 Years of NAFTA,"Este documento investiga el impacto de la liberalización comercial bajo el TLCAN sobre la productividad de la industria automotriz mexicana. Utilizando un panel de establecimientos para el periodo 1994-2014, en una primera etapa se estima una función producción Cobb-Douglas por el método de Levinsohn y Petrin (2003) (y en un ejercicio alterno por el de Ackerberg, Caves y Frazer, 2015) para obtener una medida de productividad. En una segunda etapa, se corre un modelo por MGM en Sistema para analizar el efecto de la apertura comercial sobre la productividad estimada. Los resultados principales indican que se aprecia cierta asociación positiva entre la liberalización comercial y la productividad para los establecimientos medianos, pero no para los pequeños o grandes. Este resultado es consistente con el de otros autores que encuentran que la liberalización comercial resulta en mayor productividad para algunas empresas, pero no para todas (e.g. Lileeva y Trefler, 2010; Bustos, 2011).","This paper examines the impact of trade liberalization under NAFTA on the productivity of the Mexican automobile industry. Using a panel of establishments for the period 1994-2014, in a first stage a Cobb-Douglas production function is estimated by the Levinsohn and Petrin's (2003) method (in an alternative exercise by that of Ackerberg, Caves and Frazer, 2015) to obtain a productivity measure. In a second stage, a model is estimated by System GMM to analyze the effect of trade openness on the estimated productivity. The main results indicate that there exists a positive association between trade liberalization and productivity for medium size establishments, but not for small or large establishments. This finding is consistent with that of other authors, who find that trade liberalization results in higher productivity for some firms, but not for all of them (e.g. Lileeva and Trefler, 2010; Bustos, 2011).",Publicado,True,True,Español|Inglés,Economía Internacional,1,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{B6E70F96-AB9B-1D54-94DA-E2BDFF6A5686}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{D7CF55C2-75AF-ABAF-2CF9-86FBB159408D}.pdf,2021-07-08T00:00:00,2022-10-03T10:15:19.71,2022-10-03T10:15:19.71,True,True
26,2021-09,2021,2020,"Efectos de Choques No Anticipados en el Ingreso sobre el Consumo en México, 2000-2016","Effects of Unanticipated Income Shocks on Consumption in Mexico, 2000-2016","Se analizan los cambios en el consumo de los hogares mexicanos ante cambios no esperados en los ingresos, tanto permanentes como transitorios, durante el periodo 2000-2016 siguiendo la metodología desarrollada por Blundell et al. (2008), la cual permite evaluar qué hipótesis sobre la respuesta del consumo es más acorde con la evidencia empírica en México: de ingreso permanente, de mercados completos, o de aseguramiento parcial. Los resultados sugieren la presencia de aseguramiento parcial en el consumo ante choques permanentes en el ingreso a nivel nacional, aunque también son consistentes con la hipótesis de ingreso permanente. Sin embargo, se encuentran diferencias entre regiones al replicar el mismo análisis. En referencia a los choques temporales, el coeficiente del efecto del choque al ingreso sobre el consumo no resulta estadísticamente significativo, a nivel nacional ni regional, lo que sugiere un suavizamiento del consumo por parte de los hogares ante cambios temporales en su ingreso.","Changes on consumption of Mexican households generated by unexpected shocks in income, both permanent and transitory, are analyzed during the period 2000-2016 following the methodology developed by Blundell et al. (2008), which allows to evaluate which hypothesis on the response of consumption is more in line with the empirical evidence in Mexico: permanent income, complete markets, or partial insurance. The results suggest the presence of partial insurance on consumption in the face of permanent income shocks at the national level, although results are also consistent with the permanent income hypothesis. However, differences are found between regions when replicating the same analysis. Regarding temporary shocks, the coefficient of the effect of income shocks on consumption is not statistically significant at the national or regional level, which suggests a consumption smoothing by households in the face of temporary changes in their income.",Publicado,True,True,Español,Economía Laboral,2,,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{C1AACFC5-1833-4D82-B8EF-D8D90CD81042}.pdf,2021-07-06T00:00:00,2022-10-03T10:15:19.813,2022-10-03T10:15:19.813,False,True
27,2021-08,2021,2020,Evaluando los efectos del programa de modificación de viviendas accesibles,Evaluating the Effects of the Home Affordable Modification Program,"El Programa de Modificación de Viviendas Accesibles (HAMP por sus siglas en inglés) fue un programa de modificación de préstamos hipotecarios introducido en 2009, en EUA, para ayudar a los propietarios de viviendas altamente endeudados a evitar embargos hipotecarios. Dicho programa también alentó a bancos privados a ofrecer modificaciones con términos más favorable para los hogares. Este documento estudia el papel de HAMP en la prevención de tasas de embargo hipotecario más altas durante y después de la Gran Recesión, en el contexto de un modelo de equilibrio general con agentes heterogéneos, dos tipos de hogares (Prestatarios y Ahorradores), riesgo idiosincrásico no asegurable y modificaciones tanto privadas como de HAMP . El resultado principal es que, sin HAMP, el pico en la tasa de embargo hipotecario podría haber sido 50% mayor (3.2 por ciento frente al 2.2 por ciento en datos).","The Home Affordable Modification Program (HAMP) was a loan modification program introduced in 2009, in the U.S., to assist highly indebted homeowners with avoiding foreclosure. This program also encouraged private lenders to offer more sustainable modifications. This paper studies the role of HAMP in preventing higher foreclosures rates during and after the Great Recession, in the context of a general-equilibrium heterogeneous-agents model with two types of households (Borrowers and Savers), uninsurable idiosyncratic risk, and both private and HAMP modifications. The main result is that, without HAMP, the peak in the foreclosure rate could have been 50% larger (3.2 percent vs 2.2 percent in data).",Publicado,True,True,Inglés,Finanzas,1,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{1A3F0613-0D43-4AD7-7FAB-6E4014D2C706}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{33AAFC05-9D08-B425-436B-D515FDD87BB8}.pdf,2021-06-30T00:00:00,2022-10-03T10:15:19.913,2022-10-03T10:15:19.913,True,True
28,2021-07,2021,2020,La Curva de Rendimientos como Predictor de la Actividad Económica en México: El Papel de la Prima por Plazo,The Yield Curve as a Predictor of Economic Activity in Mexico: The Role of the Term Premium,"Este trabajo analiza si existe una relación entre la pendiente de la curva de rendimientos y la actividad económica futura en México para el período 2004-2019. En particular, se evalúa si dicha relación depende de la prima de plazo. Para este propósito, se estima un modelo de umbral en el cual la relación entre la curva de rendimientos y la actividad económica futura, medida ya sea como el crecimiento del producto o como la probabilidad de una contracción, depende de si la prima por plazo se encuentra por encima o por debajo de un umbral estimado. Los resultados principales indican que la pendiente de la curva de rendimientos parece anticipar el comportamiento de la actividad económica solo cuando la prima por plazo se encuentra por encima de un umbral. Los resultados también sugieren que la pendiente de la curva de rendimientos tiene poder predictivo sobre la probabilidad de enfrentar una contracción en el futuro solo cuando la prima por plazo está por encima de un umbral. El valor estimado para dicho umbral depende del horizonte de pronóstico y la medida de la actividad económica.","This paper analyzes whether there exists a relationship between the slope of the yield curve and future economic activity in Mexico for the period 2004-2019. In particular, we evaluate whether such relationship depends on the term premium. For this purpose, we estimate a threshold model in which the relationship between the yield spread and future economic activity, measured as either output growth or the probability of a contraction, depends on whether the term premium is above or below an estimated threshold. The main results indicate that the slope of the yield curve seems to anticipate the behavior of economic activity only when the term premium is above a threshold. Our results also suggest that the slope of the yield curve has predictive power over the probability of facing a contraction in the future only when the term premium is above a threshold. The estimated value for such threshold depends on the forecast horizon and the measure of economic activity.",Publicado,True,True,Inglés,Macroeconomía: Economía Monetaria,1,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{659B78B1-8C51-8CC4-BFB3-2AD1B3FE9E6B}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{92FEA5BD-17D4-5E4A-B3C8-0C8040CD03FB}.pdf,2021-06-24T00:00:00,2022-10-03T10:15:20.017,2022-10-03T10:15:20.017,True,True
29,2021-06,2021,2020,"Medición de la evolución de la competencia y el impacto de la reforma financiera en el sector bancario de México, 2008-2019","Measuring the evolution of competition and the impact of the financial reform in the Mexican banking sector, 2008-2019","Este trabajo analiza la evolución mensual de la competencia bancaria en México de 2008 a 2019 usando distintas medidas de competencia. Además, se analiza si la reforma financiera de 2014 tuvo efecto en algunas de estas métricas. Se utilizan técnicas de regresión estándar y cuantílica y modelos de Markov para identificar cambios en regímenes. Se encuentra evidencia empírica parcial que respalda la idea de que la reforma tuvo un efecto promedio positivo e incrementó la intensidad de la competencia de los bancos durante algunos años, si bien estos son heterogéneos debido a que algunos bancos grandes registraron incrementos en su poder de mercado. Se realizaron diversas pruebas de robustez y se reporta que las medidas analizadas conducen a valores que son congruentes y similares a los disponibles en la literatura. La principal recomendación de esta investigación es la relevancia de dar seguimiento de la evolución de la competencia utilizando una frecuencia de tiempo más alta.","This paper analyzes the monthly evolution of bank competition in Mexico from 2008 to 2019 using different measures. Subsequently, we analyze whether the 2014 financial reform had an effect on some of our competition measures. We use ordinary and quantile regression techniques and Markov switching models to identify changes in regimes. We find partial empirical evidence supporting the idea that the reform had a positive average effect and increased banks competition intensity during a few years. However, we also document heterogeneity as some large banks benefited from an increase in their market power. We perform several robustness tests and report that our measures lead to values that are congruent and similar to those available in the literature. The main policy lesson of our research is that regulators could benefit from the monitoring of competition evolution using a finer time frequency.",Publicado,True,True,Inglés,Microeconomía: Competencia,2,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{F140EE81-3A56-6E35-30FF-5A69444D2C10}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{04879BAC-E0F1-BF86-1317-639CB408468B}.pdf,2021-06-18T00:00:00,2022-10-03T10:15:20.12,2022-10-03T10:15:20.12,True,True
30,2021-05,2021,2020,Volatilidad intradía en el tipo de cambio USD/MXN: efectos de anuncios macroeconómicos y mecanismos de intervención cambiaria,Around-the-Clock USD/MXN Volatility: Macroeconomic Announcement Spillovers and FX Market Intervention Mechanisms,"Este artículo se suma a la literatura que estudia la dinámica del proceso de volatilidad del tipo de cambio dólar estadounidense-peso mexicano (USD/MXN) examinando datos de alta frecuencia. En primer lugar, se documentan los factores que caracterizan el proceso de volatilidad intradía del tipo de cambio USD/MXN a altas frecuencias con base en una muestra de intervalos de 5 minutos de 2008 a 2017. En segundo lugar, se identifican empíricamente los efectos y el impacto relativo producidos por la publicación de diversos anuncios macroeconómicos a diferentes frecuencias del proceso de volatilidad del USD/MXN. El análisis concluye que los eventos que producen los efectos más significativos en la volatilidad están asociados a las decisiones de política monetaria de la Reserva Federal y del Banco de México, aunados a la publicación de algunos datos macroeconómicos de las economías de Estados Unidos y China. Asimismo, los resultados sugieren que los diferentes mecanismos de intervención implementados por la Comisión de Cambios cumplen su objetivo de estabilizar la volatilidad del tipo de cambio USD/MXN.","This paper advances the literature on the dynamics of the U.S. Dollar-Mexican Peso (USD/MXN) volatility process by leveraging high-frequency data. First, it documents the factors that characterize the intraday volatility process of the USD/MXN exchange rate at high frequencies based on a sample of five-minute returns from 2008 to 2017. Second, it empirically identifies the effects and the relative impact on the USD/MXN volatility process of various macroeconomic announcements, at different frequencies. The results conclude that the most impactful releases are associated with the monetary policy announcements by the Federal Reserve and Banco de México, together with the publication of some U.S. and China macroeconomic data. Furthermore, the results suggest that the different mechanisms implemented by Mexico's FX Commission have accomplished their objective of stabilizing the volatility of the USD/MXN.",Publicado,True,True,Inglés,Finanzas,1,https://www.banxico.org.mx/publications-and-press/banco-de-mexico-working-papers/{1A22D656-CAD6-B11A-6471-53160723B254}.pdf,https://www.banxico.org.mx/publicaciones-y-prensa/documentos-de-investigacion-del-banco-de-mexico/resumenes-ejecutivos/{88D4E9DE-DD14-2064-8C3E-E22470FB5CD0}.pdf,2021-06-07T00:00:00,2022-10-03T10:15:20.223,2022-10-03T10:15:20.223,True,True
